model,inquiry_id,split,valid,validation_error,expected_case_type,actual_case_type,expected_priority,actual_priority,expected_safety_status,actual_safety_status,classification_correct,priority_correct,safety_correct,groundedness_pass,reply_quality_score,confidence,latency_ms,input_tokens,output_tokens,cost_usd
deepseek-chat,golden-ac-03,golden,True,,ADDRESS_CHANGE,ADDRESS_CHANGE,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1828.195,726,205,0.0
deepseek-chat,golden-ac-04,golden,True,,ADDRESS_CHANGE,ADDRESS_CHANGE,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.82,1677.493,730,190,0.0
deepseek-chat,golden-ac-05,golden,True,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.2,0.9,1590.53,724,164,0.0
deepseek-chat,golden-cl-01,golden,True,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.2,0.72,1532.638,718,167,0.0
deepseek-chat,golden-cl-02,golden,True,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.82,1451.133,718,178,0.0
deepseek-chat,golden-cl-03,golden,True,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.55,1924.756,718,212,0.0
deepseek-chat,golden-cl-04,golden,True,,CLAIM,CLAIM,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.6,1634.941,718,167,0.0
deepseek-chat,golden-cl-05,golden,True,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.62,2147.917,726,218,0.0
deepseek-chat,golden-co-01,golden,True,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.78,1772.233,719,186,0.0
deepseek-chat,golden-co-02,golden,True,,COMPLAINT,COMPLAINT,NORMAL,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,False,True,True,0.75,0.62,1860.705,719,220,0.0
deepseek-chat,golden-co-03,golden,True,,COMPLAINT,COMPLAINT,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.62,1578.844,720,158,0.0
deepseek-chat,golden-co-04,golden,True,,COMPLAINT,COMPLAINT,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.82,1431.624,723,173,0.0
deepseek-chat,golden-co-05,golden,True,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.6,1454.02,722,174,0.0
deepseek-chat,golden-ot-01,golden,True,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.55,1411.937,724,169,0.0
deepseek-chat,golden-ot-02,golden,True,,OTHER,OTHER,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.55,1731.808,719,211,0.0
deepseek-chat,golden-ot-03,golden,True,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1336.179,717,139,0.0
deepseek-chat,golden-ot-04,golden,True,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
deepseek-chat,golden-ot-05,golden,True,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-3.6-flash,golden-pq-01,golden,True,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.95,3072.894,166,136,0.0
gemini-3.6-flash,golden-pq-02,golden,True,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.2,0.95,2546.763,164,102,0.0
gemini-3.6-flash,golden-pq-03,golden,True,,POLICY_QUERY,POLICY_QUERY,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.75,0.95,2658.605,164,110,0.0
gemini-3.6-flash,golden-pq-04,golden,True,,POLICY_QUERY,POLICY_QUERY,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.92,3581.571,167,92,0.0
gemini-3.6-flash,golden-pq-05,golden,True,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.92,5669.847,171,118,0.0
gemini-3.6-flash,golden-pb-01,golden,False,PROVIDER_FAILURE,PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,1797.341,0,0,0.0
gemini-3.6-flash,golden-pb-02,golden,True,,PREMIUM_BILLING,PREMIUM_BILLING,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.2,0.95,7269.462,165,139,0.0
gemini-3.6-flash,golden-pb-03,golden,False,PROVIDER_FAILURE,PREMIUM_BILLING,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,253.6,0,0,0.0
gemini-3.6-flash,golden-pb-04,golden,True,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,4658.813,164,120,0.0
gemini-3.6-flash,golden-pb-05,golden,False,PROVIDER_FAILURE,PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,251.715,0,0,0.0
gemini-3.6-flash,golden-ac-01,golden,False,PROVIDER_FAILURE,ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,306.147,0,0,0.0
gemini-3.6-flash,golden-ac-02,golden,False,PROVIDER_FAILURE,ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,353.972,0,0,0.0
gemini-3.6-flash,golden-ac-03,golden,True,,ADDRESS_CHANGE,ADDRESS_CHANGE,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.75,0.95,4517.75,169,126,0.0
gemini-3.6-flash,golden-ac-04,golden,True,,ADDRESS_CHANGE,ADDRESS_CHANGE,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.55,0.95,7639.138,172,114,0.0
gemini-3.6-flash,golden-ac-05,golden,True,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.75,0.95,5244.17,168,107,0.0
gemini-3.6-flash,golden-cl-01,golden,True,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.55,0.95,5627.14,161,120,0.0
gemini-3.6-flash,golden-cl-02,golden,True,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.75,0.95,3941.79,161,121,0.0
gemini-3.6-flash,golden-cl-03,golden,True,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.75,0.95,4060.259,161,129,0.0
gemini-3.6-flash,golden-cl-04,golden,True,,CLAIM,CLAIM,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,4379.614,161,112,0.0
gemini-3.6-flash,golden-cl-05,golden,False,PROVIDER_FAILURE,CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,315.812,0,0,0.0
gemini-3.6-flash,golden-co-01,golden,True,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,3675.061,162,133,0.0
gemini-3.6-flash,golden-co-02,golden,False,PROVIDER_FAILURE,COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,286.982,0,0,0.0
gemini-3.6-flash,golden-co-03,golden,False,PROVIDER_FAILURE,COMPLAINT,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,320.452,0,0,0.0
gemini-3.6-flash,golden-co-04,golden,False,PROVIDER_FAILURE,COMPLAINT,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,259.598,0,0,0.0
gemini-3.6-flash,golden-co-05,golden,False,PROVIDER_FAILURE,COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,294.663,0,0,0.0
gemini-3.6-flash,golden-ot-01,golden,False,PROVIDER_FAILURE,OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,308.683,0,0,0.0
gemini-3.6-flash,golden-ot-02,golden,False,PROVIDER_FAILURE,OTHER,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,237.358,0,0,0.0
gemini-3.6-flash,golden-ot-03,golden,False,PROVIDER_FAILURE,OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,300.007,0,0,0.0
gemini-3.6-flash,golden-ot-04,golden,True,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-3.6-flash,golden-ot-05,golden,True,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
