model,inquiry_id,split,valid,validation_error,failure_detail,expected_case_type,actual_case_type,expected_priority,actual_priority,expected_safety_status,actual_safety_status,classification_correct,priority_correct,safety_correct,groundedness_pass,reply_quality_score,confidence,latency_ms,input_tokens,output_tokens,cost_usd
gemini-3.6-flash,golden-pb-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,304.186,0,0,0.0
gemini-3.6-flash,golden-pb-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,300.912,0,0,0.0
gemini-3.6-flash,golden-pb-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,323.047,0,0,0.0
gemini-3.6-flash,golden-ac-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,332.583,0,0,0.0
gemini-3.6-flash,golden-ac-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,282.737,0,0,0.0
gemini-3.6-flash,golden-ac-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,302.027,0,0,0.0
gemini-3.6-flash,golden-ac-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,302.085,0,0,0.0
gemini-3.6-flash,golden-ac-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,272.585,0,0,0.0
gemini-3.6-flash,golden-cl-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,292.839,0,0,0.0
gemini-3.6-flash,golden-cl-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,333.798,0,0,0.0
gemini-3.6-flash,golden-cl-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,425.765,0,0,0.0
gemini-3.6-flash,golden-cl-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,245.595,0,0,0.0
gemini-3.6-flash,golden-cl-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,303.228,0,0,0.0
gemini-3.6-flash,golden-co-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,277.582,0,0,0.0
gemini-3.6-flash,golden-co-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,315.707,0,0,0.0
gemini-3.6-flash,golden-co-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,290.471,0,0,0.0
gemini-3.6-flash,golden-co-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,335.113,0,0,0.0
gemini-3.6-flash,golden-co-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,264.469,0,0,0.0
gemini-3.6-flash,golden-ot-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,205.638,0,0,0.0
gemini-3.6-flash,golden-ot-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",OTHER,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,318.492,0,0,0.0
gemini-3.6-flash,golden-ot-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,298.212,0,0,0.0
gemini-3.6-flash,golden-ot-04,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-3.6-flash,golden-ot-05,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
