model,inquiry_id,split,valid,validation_error,failure_detail,expected_case_type,actual_case_type,expected_priority,actual_priority,expected_safety_status,actual_safety_status,classification_correct,priority_correct,safety_correct,groundedness_pass,reply_quality_score,confidence,latency_ms,input_tokens,output_tokens,cost_usd
deepseek-chat,golden-co-01,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1244.9,1282,137,0.0
deepseek-chat,golden-co-02,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1311.394,1282,145,0.0
deepseek-chat,golden-co-03,golden,True,,,COMPLAINT,COMPLAINT,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1580.28,1283,124,0.0
deepseek-chat,golden-co-04,golden,True,,,COMPLAINT,COMPLAINT,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1943.005,1286,156,0.0
deepseek-chat,golden-co-05,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.88,1450.266,1285,136,0.0
deepseek-chat,golden-ot-01,golden,True,,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.62,1550.687,1287,125,0.0
deepseek-chat,golden-ot-02,golden,True,,,OTHER,OTHER,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.6,1091.01,1282,122,0.0
deepseek-chat,golden-ot-03,golden,True,,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1420.038,1280,111,0.0
deepseek-chat,golden-ot-04,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
deepseek-chat,golden-ot-05,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-2.5-flash-lite,golden-pq-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,387.672,0,0,0.0
gemini-2.5-flash-lite,golden-pq-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,323.638,0,0,0.0
gemini-2.5-flash-lite,golden-pq-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",POLICY_QUERY,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,411.791,0,0,0.0
gemini-2.5-flash-lite,golden-pq-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",POLICY_QUERY,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,510.83,0,0,0.0
gemini-2.5-flash-lite,golden-pq-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,407.707,0,0,0.0
gemini-2.5-flash-lite,golden-pb-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,247.403,0,0,0.0
gemini-2.5-flash-lite,golden-pb-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",PREMIUM_BILLING,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,293.764,0,0,0.0
gemini-2.5-flash-lite,golden-pb-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",PREMIUM_BILLING,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,287.406,0,0,0.0
gemini-2.5-flash-lite,golden-pb-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,388.283,0,0,0.0
gemini-2.5-flash-lite,golden-pb-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,306.7,0,0,0.0
gemini-2.5-flash-lite,golden-ac-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,403.89,0,0,0.0
gemini-2.5-flash-lite,golden-ac-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,386.231,0,0,0.0
gemini-2.5-flash-lite,golden-ac-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",ADDRESS_CHANGE,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,428.902,0,0,0.0
gemini-2.5-flash-lite,golden-ac-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",ADDRESS_CHANGE,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,261.989,0,0,0.0
gemini-2.5-flash-lite,golden-ac-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,309.364,0,0,0.0
gemini-2.5-flash-lite,golden-cl-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,271.406,0,0,0.0
gemini-2.5-flash-lite,golden-cl-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",CLAIM,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,312.993,0,0,0.0
gemini-2.5-flash-lite,golden-cl-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",CLAIM,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,278.786,0,0,0.0
gemini-2.5-flash-lite,golden-cl-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",CLAIM,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,389.964,0,0,0.0
gemini-2.5-flash-lite,golden-cl-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,317.113,0,0,0.0
gemini-2.5-flash-lite,golden-co-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,295.887,0,0,0.0
gemini-2.5-flash-lite,golden-co-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,315.988,0,0,0.0
gemini-2.5-flash-lite,golden-co-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",COMPLAINT,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,287.661,0,0,0.0
gemini-2.5-flash-lite,golden-co-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",COMPLAINT,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,512.025,0,0,0.0
gemini-2.5-flash-lite,golden-co-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,287.972,0,0,0.0
gemini-2.5-flash-lite,golden-ot-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,291.301,0,0,0.0
gemini-2.5-flash-lite,golden-ot-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",OTHER,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,331.295,0,0,0.0
gemini-2.5-flash-lite,golden-ot-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 404: { ""error"": { ""code"": 404, ""message"": ""This model models/gemini-2.5-flash-lite is no longer available to new users. Please update your code to use models/gemini-3.5-flash-lite for the latest features and improvements. We recommend you to use the Int",OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,406.426,0,0,0.0
gemini-2.5-flash-lite,golden-ot-04,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-2.5-flash-lite,golden-ot-05,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
