model,inquiry_id,split,valid,validation_error,failure_detail,expected_case_type,actual_case_type,expected_priority,actual_priority,expected_safety_status,actual_safety_status,classification_correct,priority_correct,safety_correct,groundedness_pass,reply_quality_score,confidence,latency_ms,input_tokens,output_tokens,cost_usd
gemini-3.6-flash,golden-pq-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,404.205,0,0,0.0
gemini-3.6-flash,golden-pq-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,399.879,0,0,0.0
gemini-3.6-flash,golden-pb-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,265.262,0,0,0.0
gemini-3.6-flash,golden-pb-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,327.986,0,0,0.0
gemini-3.6-flash,golden-pb-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,289.45,0,0,0.0
gemini-3.6-flash,golden-pb-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,317.556,0,0,0.0
gemini-3.6-flash,golden-pb-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,274.16,0,0,0.0
gemini-3.6-flash,golden-ac-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,317.618,0,0,0.0
gemini-3.6-flash,golden-ac-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,304.134,0,0,0.0
gemini-3.6-flash,golden-ac-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,309.208,0,0,0.0
gemini-3.6-flash,golden-ac-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,313.837,0,0,0.0
gemini-3.6-flash,golden-ac-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",ADDRESS_CHANGE,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,306.663,0,0,0.0
gemini-3.6-flash,golden-cl-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,278.177,0,0,0.0
gemini-3.6-flash,golden-cl-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,328.594,0,0,0.0
gemini-3.6-flash,golden-cl-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,277.547,0,0,0.0
gemini-3.6-flash,golden-cl-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,309.229,0,0,0.0
gemini-3.6-flash,golden-cl-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",CLAIM,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,326.844,0,0,0.0
gemini-3.6-flash,golden-co-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,279.936,0,0,0.0
gemini-3.6-flash,golden-co-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,290.935,0,0,0.0
gemini-3.6-flash,golden-co-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,220.795,0,0,0.0
gemini-3.6-flash,golden-co-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,306.308,0,0,0.0
gemini-3.6-flash,golden-co-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",COMPLAINT,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,304.946,0,0,0.0
gemini-3.6-flash,golden-ot-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,292.15,0,0,0.0
gemini-3.6-flash,golden-ot-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",OTHER,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,214.612,0,0,0.0
gemini-3.6-flash,golden-ot-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",OTHER,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,324.587,0,0,0.0
gemini-3.6-flash,golden-ot-04,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-3.6-flash,golden-ot-05,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
